SoilpH,pH,OC_pct,Cd_mgkg,Pb_mgkg,As_mgkg,Cr_mgkg,Hg_mgkg,Cu_mgkg,Zn_mgkg,Ni_mgkg,Sum_PAH_ngg,BaP_ngg,SumOCP_ngg,SumDDTs_ngg,SumPCB_ngg,SumHCHs_ngg,SumPAE_ugkg,SumPBDE_ngg,SumPFAS_ngg,TPH_ngg,HMWPAH_ngg,LMWPAH_ngg,标签,pH__missing,Cd_mgkg__missing,Pb_mgkg__missing,As_mgkg__missing,Cr_mgkg__missing,Hg_mgkg__missing,Cu_mgkg__missing,Zn_mgkg__missing,Ni_mgkg__missing,Sum_PAH_ngg__missing,BaP_ngg__missing,SumOCP_ngg__missing,SumDDTs_ngg__missing,SumPCB_ngg__missing,SumHCHs_ngg__missing,SumPAE_ugkg__missing,SumPBDE_ngg__missing,SumPFAS_ngg__missing,TPH_ngg__missing,HMWPAH_ngg__missing,LMWPAH_ngg__missing
,8.0,,7.166755029583778,157.08204454441534,31.205471409285344,506.52391256157625,5.381688332251082,164.22168952859693,849.0968424171194,70.6913940563982,9788.48775382491,0.032,77.2,20.0,9237.425193916057,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,12.990387935642811,213.1222839093134,35.56936013720238,713.6536666666667,8.778264999999994,443.79257210428693,869.6365060443695,74.29137320700694,10781.583646682053,0.055,77.2,20.0,9547.326106942714,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,9.6853651277049,226.20068072170943,38.458384019047614,617.7199827380953,5.9585787499999965,478.5642053979721,910.7937723047304,75.4332657746398,9849.145253824909,0.0035,77.2,20.0,9527.416979283138,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,9.6853651277049,226.20068072170943,38.458384019047614,617.7199827380953,5.9585787499999965,478.5642053979721,910.7937723047304,75.4332657746398,9849.145253824909,0.0034,77.2,20.0,9527.416979283138,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,9.6853651277049,226.20068072170943,38.458384019047614,617.7199827380953,5.9585787499999965,478.5642053979721,910.7937723047304,75.4332657746398,9849.145253824909,0.0019,77.2,20.0,9527.416979283138,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,9.6853651277049,226.20068072170943,38.458384019047614,617.7199827380953,5.9585787499999965,478.5642053979721,910.7937723047304,75.4332657746398,9849.145253824909,0.0038,77.2,20.0,9527.416979283138,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.696432112917111,151.66735704441538,33.76328390928534,536.2021878663003,5.543013332251082,172.79169396408082,834.3858760324077,70.6913940563982,9964.270253824909,0.0274,77.2,20.0,9254.79666464742,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.696432112917111,151.66735704441538,33.76328390928534,536.2021878663003,5.543013332251082,172.79169396408082,834.3858760324077,70.6913940563982,9964.270253824909,0.0274,77.2,20.0,9254.79666464742,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.696432112917111,151.66735704441538,33.76328390928534,536.2021878663003,5.543013332251082,172.79169396408082,834.3858760324077,70.6913940563982,9964.270253824909,0.01986,77.2,20.0,9254.79666464742,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.696432112917111,151.66735704441538,33.76328390928534,536.2021878663003,5.543013332251082,172.79169396408082,834.3858760324077,70.6913940563982,9964.270253824909,0.0274,77.2,20.0,9254.79666464742,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.696432112917111,151.66735704441538,33.76328390928534,536.2021878663003,5.543013332251082,172.79169396408082,834.3858760324077,70.6913940563982,9964.270253824909,0.0274,77.2,20.0,9254.79666464742,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.696432112917111,151.66735704441538,33.76328390928534,536.2021878663003,5.543013332251082,172.79169396408082,834.3858760324077,70.6913940563982,9964.270253824909,0.0274,77.2,20.0,9254.79666464742,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.696432112917111,151.66735704441538,33.76328390928534,536.2021878663003,5.543013332251082,172.79169396408082,834.3858760324077,70.6913940563982,9964.270253824909,0.0274,77.2,20.0,9254.79666464742,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,13.02718793564281,213.1222839093134,37.80377663809523,728.0522666666668,9.154639999999995,555.9575296812101,936.6550365999252,75.18749820700694,10637.302427932049,0.049,77.2,20.0,9547.326106942714,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,6.659257348884237,199.36276852507956,30.28303175522372,530.9649347837984,5.844081665584415,166.9873288143112,889.261493271157,69.88893855573941,9849.145253824909,0.0072,77.2,20.0,9237.425193916057,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,45.444,830.4946157738098,115.74075,2078.997375,14.546757500000002,1211.299609313725,1844.1555613095245,259.6550166666667,5586.458967614593,0.0003,77.2,20.0,9681.325849011304,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.696432112917111,151.66735704441538,33.76328390928534,536.2021878663003,5.543013332251082,172.79169396408082,834.3858760324077,70.6913940563982,9964.270253824909,0.0144,77.2,20.0,9254.79666464742,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.476521348656862,164.73663534599163,32.58183944473032,74.56089855029063,5.065314082251081,82.60617357266185,371.58692591354986,47.42284824994813,11041.28512882491,0.127,77.2,20.0,123.96174466609288,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.696432112917111,151.66735704441538,33.76328390928534,536.2021878663003,5.543013332251082,172.79169396408082,834.3858760324077,70.6913940563982,9964.270253824909,0.0151,77.2,20.0,9254.79666464742,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.696432112917111,151.66735704441538,33.76328390928534,536.2021878663003,5.543013332251082,172.79169396408082,834.3858760324077,70.6913940563982,9964.270253824909,0.0143,77.2,20.0,9254.79666464742,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.166755029583778,157.08204454441534,31.205471409285344,506.52391256157625,5.381688332251082,164.22168952859693,849.0968424171194,70.6913940563982,9788.48775382491,0.033,77.2,20.0,9237.425193916057,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.696432112917111,151.66735704441538,33.76328390928534,536.2021878663003,5.543013332251082,172.79169396408082,834.3858760324077,70.6913940563982,9964.270253824909,0.0151,77.2,20.0,9254.79666464742,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,14.35292968777956,212.16636099264673,35.26506013720238,655.7740880952384,6.601564999999996,482.2753709387857,821.5328164244866,76.15273552584753,10896.708646682053,0.047,77.2,20.0,9547.326106942714,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.696432112917111,151.66735704441538,33.76328390928534,536.2021878663003,5.543013332251082,172.79169396408082,834.3858760324077,70.6913940563982,9964.270253824909,0.0195,77.2,20.0,9254.79666464742,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.696432112917111,151.66735704441538,33.76328390928534,536.2021878663003,5.543013332251082,172.79169396408082,834.3858760324077,70.6913940563982,9964.270253824909,0.0294,77.2,20.0,9254.79666464742,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,8.548966601508402,173.31980686600087,37.81376906404725,226.22731672824307,5.1098433322510814,161.4041181446778,785.2466799964407,64.0109792665431,10472.968878824908,0.0644,77.2,20.0,120.26396688831512,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.696432112917111,151.66735704441538,33.76328390928534,536.2021878663003,5.543013332251082,172.79169396408082,834.3858760324077,70.6913940563982,9964.270253824909,0.0129,77.2,20.0,9254.79666464742,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,6.659257348884237,199.36276852507956,30.28303175522372,530.9649347837984,5.844081665584415,166.9873288143112,889.261493271157,69.88893855573941,9849.145253824909,0.0092,77.2,20.0,9237.425193916057,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,6.659257348884237,199.36276852507956,30.28303175522372,530.9649347837984,5.844081665584415,166.9873288143112,889.261493271157,69.88893855573941,9849.145253824909,0.009,77.2,20.0,9237.425193916057,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,9.6853651277049,226.20068072170943,38.458384019047614,617.7199827380953,5.9585787499999965,478.5642053979721,910.7937723047304,75.4332657746398,9849.145253824909,0.003,77.2,20.0,9527.416979283138,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,9.6853651277049,226.20068072170943,38.458384019047614,617.7199827380953,5.9585787499999965,478.5642053979721,910.7937723047304,75.4332657746398,9849.145253824909,0.003,77.2,20.0,9527.416979283138,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,9.6853651277049,226.20068072170943,38.458384019047614,617.7199827380953,5.9585787499999965,478.5642053979721,910.7937723047304,75.4332657746398,9849.145253824909,0.003,77.2,20.0,9527.416979283138,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,9.6853651277049,226.20068072170943,38.458384019047614,617.7199827380953,5.9585787499999965,478.5642053979721,910.7937723047304,75.4332657746398,9849.145253824909,0.002,77.2,20.0,9527.416979283138,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.476521348656862,166.4506738075301,32.58183944473032,74.56089855029063,5.065314082251081,82.60617357266185,371.58692591354986,47.42284824994813,10811.797628824908,0.099,77.2,20.0,123.96174466609288,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,45.444,830.4946157738098,115.74075,2078.997375,14.546757500000002,1211.299609313725,1844.1555613095245,259.6550166666667,5586.458967614593,0.0,77.2,20.0,9681.325849011304,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,45.444,830.4946157738098,115.74075,2078.997375,14.546757500000002,1211.299609313725,1844.1555613095245,259.6550166666667,5586.458967614593,0.0,77.2,20.0,9681.325849011304,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,9.7442809642535,175.33278603266757,39.061462631442566,581.6152494047618,8.538676892857142,334.09755704943996,968.0767923635392,74.10875643157578,10329.176503824909,0.0028,77.2,20.0,9517.341979283136,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,9.7442809642535,175.33278603266757,39.061462631442566,581.6152494047618,8.538676892857142,334.09755704943996,968.0767923635392,74.10875643157578,10329.176503824909,0.0028,77.2,20.0,9517.341979283136,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.476521348656862,164.73663534599163,32.58183944473032,74.56089855029063,5.065314082251081,82.60617357266185,371.58692591354986,47.42284824994813,10740.455156860957,0.136,77.2,20.0,123.96174466609288,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.166755029583778,157.08204454441534,31.205471409285344,506.52391256157625,5.381688332251082,164.22168952859693,849.0968424171194,70.6913940563982,9788.48775382491,0.031,77.2,20.0,9237.425193916057,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.696432112917111,151.66735704441538,33.76328390928534,536.2021878663003,5.543013332251082,172.79169396408082,834.3858760324077,70.6913940563982,9964.270253824909,0.029,77.2,20.0,9254.79666464742,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,6.659257348884237,199.36276852507956,30.28303175522372,530.9649347837984,5.844081665584415,166.9873288143112,889.261493271157,69.88893855573941,9849.145253824909,0.008,77.2,20.0,9237.425193916057,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,6.659257348884237,199.36276852507956,30.28303175522372,530.9649347837984,5.844081665584415,166.9873288143112,889.261493271157,69.88893855573941,9849.145253824909,0.007,77.2,20.0,9237.425193916057,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.696432112917111,151.66735704441538,33.76328390928534,536.2021878663003,5.543013332251082,172.79169396408082,834.3858760324077,70.6913940563982,9964.270253824909,0.0148,77.2,20.0,9254.79666464742,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,9.6853651277049,226.20068072170943,38.458384019047614,617.7199827380953,5.9585787499999965,478.5642053979721,910.7937723047304,75.4332657746398,9849.145253824909,0.0049,77.2,20.0,9527.416979283138,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.476521348656862,164.73663534599163,32.58183944473032,71.1646643996496,5.065314082251081,84.51987555678882,381.3936759135499,47.42284824994813,9692.48944500131,0.1466,77.2,20.0,123.96174466609288,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.606729523506748,168.96877603045803,33.30141787357106,150.46822922824302,5.013314082251082,173.49453565364126,681.4090475367548,65.40706072306484,11177.381378824906,0.0808,77.2,20.0,127.61716254657844,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.606729523506748,168.96877603045803,33.30141787357106,150.46822922824302,5.013314082251082,173.49453565364126,681.4090475367548,65.40706072306484,11177.381378824906,0.0738,77.2,20.0,127.61716254657844,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,8.41266903243532,180.2021590889288,36.80780446458333,154.9390863711002,5.163116059523809,249.43413131592348,767.6862678752285,64.19097926654311,10910.926378824908,0.0688,77.2,20.0,242.52509868627507,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.166755029583778,157.08204454441534,31.205471409285344,506.52391256157625,5.381688332251082,164.22168952859693,849.0968424171194,70.6913940563982,9788.48775382491,0.031,77.2,20.0,9237.425193916057,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.696432112917111,151.66735704441538,33.76328390928534,536.2021878663003,5.543013332251082,172.79169396408082,834.3858760324077,70.6913940563982,9964.270253824909,0.0272,77.2,20.0,9254.79666464742,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.696432112917111,151.66735704441538,33.76328390928534,536.2021878663003,5.543013332251082,172.79169396408082,834.3858760324077,70.6913940563982,9964.270253824909,0.023,77.2,20.0,9254.79666464742,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.696432112917111,151.66735704441538,33.76328390928534,536.2021878663003,5.543013332251082,172.79169396408082,834.3858760324077,70.6913940563982,9964.270253824909,0.0208,77.2,20.0,9254.79666464742,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.696432112917111,151.66735704441538,33.76328390928534,536.2021878663003,5.543013332251082,172.79169396408082,834.3858760324077,70.6913940563982,9964.270253824909,0.0206,77.2,20.0,9254.79666464742,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.696432112917111,151.66735704441538,33.76328390928534,536.2021878663003,5.543013332251082,172.79169396408082,834.3858760324077,70.6913940563982,9964.270253824909,0.0148,77.2,20.0,9254.79666464742,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,6.659257348884237,199.36276852507956,30.28303175522372,530.9649347837984,5.844081665584415,166.9873288143112,889.261493271157,69.88893855573941,9849.145253824909,0.008,77.2,20.0,9237.425193916057,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,9.6853651277049,226.20068072170943,38.458384019047614,617.7199827380953,5.9585787499999965,478.5642053979721,910.7937723047304,75.4332657746398,9849.145253824909,0.0049,77.2,20.0,9527.416979283138,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,9.6853651277049,226.20068072170943,38.458384019047614,617.7199827380953,5.9585787499999965,478.5642053979721,910.7937723047304,75.4332657746398,9849.145253824909,0.0048,77.2,20.0,9527.416979283138,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7.696432112917111,151.66735704441538,33.76328390928534,536.2021878663003,5.543013332251082,172.79169396408082,834.3858760324077,70.6913940563982,9964.270253824909,0.023,77.2,20.0,9254.79666464742,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,6.659257348884237,199.36276852507956,30.28303175522372,530.9649347837984,5.844081665584415,166.9873288143112,889.261493271157,69.88893855573941,9849.145253824909,0.01,77.2,20.0,9237.425193916057,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,6.659257348884237,199.36276852507956,30.28303175522372,530.9649347837984,5.844081665584415,166.9873288143112,889.261493271157,69.88893855573941,9849.145253824909,0.009,77.2,20.0,9237.425193916057,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,6.659257348884237,199.36276852507956,30.28303175522372,530.9649347837984,5.844081665584415,166.9873288143112,889.261493271157,69.88893855573941,9849.145253824909,0.006,77.2,20.0,9237.425193916057,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
